Average_Rating,Average_Difficulty,Number_of_Ratings,Received_Pepper,Proportion_Take_Again,Online_Ratings,Male,Female,Major_Field,University,State
4.7,2.0,14.0,1,100.0,0.0,1,0,Speech,Contra Costa College - San Pablo,CA
4.3,3.2,12.0,1,89.0,0.0,1,0,Mathematics,University of Utah,UT
4.4,2.7,18.0,1,,0.0,1,0,Leadership,Christopher Newport University,VA
3.4,2.5,7.0,0,60.0,2.0,0,0,English,Moreno Valley College - Riverside CCD,CA
5.0,2.0,7.0,1,,0.0,0,1,Communication,Chapman University,CA
4.0,2.9,53.0,0,96.0,0.0,1,0,Biology,University of South Carolina,SC
3.5,3.5,7.0,0,,0.0,0,0,Physics,Georgia Southern University,GA
4.5,3.2,11.0,1,80.0,0.0,0,0,Interior Design,Montgomery College: Rockville Campus,MD
4.2,3.4,24.0,1,100.0,0.0,0,1,Biology,Towson University,MD
4.7,3.7,6.0,0,,0.0,1,0,Languages,Purdue University Calumet,IN
1.8,3.2,75.0,0,22.0,1.0,0,0,Biology,Purdue University - West Lafayette,IN
4.8,3.0,23.0,0,95.0,1.0,1,0,Mathematics,Calhoun Community College (all campuses),AL
3.5,3.2,9.0,0,75.0,0.0,0,1,Criminal Justice,California State University Long Beach,CA
4.5,2.8,6.0,1,80.0,0.0,1,0,Health Science,Florida Atlantic University,FL
4.0,2.7,9.0,1,100.0,0.0,0,0,Electrical Engineering,New Jersey Institute of Technology,NJ
4.5,2.5,14.0,0,70.0,0.0,1,0,Mathematics,Pasadena City College,CA
4.0,3.1,26.0,0,82.0,0.0,1,0,Sociology,College of DuPage,IL
1.5,4.5,6.0,1,,0.0,0,0,Biology,Georgia Gwinnett College,GA
3.0,2.8,19.0,0,46.0,0.0,1,0,Women's Studies,University of Nevada- Reno,NV
4.8,1.4,13.0,1,,0.0,0,1,Education,Temple University,PA
4.8,2.7,8.0,1,100.0,0.0,1,0,Philosophy,Misericordia University,PA
2.0,4.3,10.0,0,,0.0,0,1,Biology,Middle Tennessee State University,TN
1.3,4.8,11.0,0,,0.0,0,1,Physics,University of North Carolina at Asheville,NC
2.1,3.7,12.0,0,13.0,0.0,1,0,Mathematics,University of North Carolina at Chapel Hill,NC
2.5,3.6,11.0,0,36.0,1.0,1,0,English,Purdue University Calumet,IN
4.8,2.6,14.0,1,90.0,2.0,0,1,Speech,Tallahassee Community College,FL
4.7,2.3,8.0,1,,0.0,1,0,American Studies,University of North Carolina at Chapel Hill,NC
4.8,2.7,29.0,1,95.0,1.0,0,1,Psychology,CUNY Queens College,NY
3.9,3.0,9.0,1,,0.0,0,1,Psychology,Nipissing University,ON
3.3,3.7,6.0,1,,0.0,1,0,Popular Culture,Bowling Green State University,OH
4.0,2.5,13.0,0,,0.0,1,0,Mathematics,University of South Carolina,SC
2.8,3.8,19.0,0,78.0,0.0,0,1,Chemistry,Clovis Community College,CA
3.5,3.0,6.0,0,,0.0,0,0,Biology,Bronx Community College,NY
2.3,4.2,41.0,0,45.0,0.0,0,1,Computer Science,George Mason University,VA
4.0,2.5,12.0,0,50.0,0.0,1,0,Mathematics,Johnson County Community College,KS
5.0,2.1,8.0,1,,0.0,0,1,English,Essex County College,NJ
4.6,3.5,9.0,1,100.0,1.0,0,0,Education,Long Island University,NY
4.8,3.2,6.0,1,100.0,0.0,1,0,English,Binghamton University (SUNY),NY
3.8,3.5,10.0,0,71.0,0.0,1,0,Chemistry,Case Western Reserve University,OH
3.2,2.6,25.0,1,,0.0,1,0,Mass Communication,Louisiana State University,LA
2.4,3.9,20.0,0,33.0,0.0,0,1,Chemistry,Simon Fraser University,BC
5.0,1.7,33.0,1,100.0,1.0,1,0,Religion,Brigham Young University-Idaho,ID
3.1,3.4,11.0,0,33.0,0.0,1,0,Geology,Georgia Southern University,GA
3.3,3.6,14.0,0,57.0,0.0,0,0,Philosophy,Franciscan University of Steubenville,OH
4.7,2.7,40.0,1,90.0,3.0,0,0,Mathematics,Valencia College - East and West Campus,FL
2.8,2.7,6.0,0,,0.0,0,0,Communication,Cedarville University,OH
3.7,3.0,9.0,0,89.0,8.0,1,1,Psychology,Valencia College - East and West Campus,FL
4.8,2.6,7.0,0,,2.0,1,1,Psychology,Cedarville University,OH
3.7,3.3,28.0,0,58.0,0.0,1,0,Mathematics,West Los Angeles College,CA
2.3,3.0,8.0,0,,0.0,0,0,Physics,Salt Lake Community College,UT
2.6,3.9,10.0,0,,0.0,1,1,Business,The College at Brockport (SUNY Brockport),NY
4.5,2.5,11.0,1,,0.0,1,0,Mathematics,Moreno Valley College - Riverside CCD,CA
4.4,3.4,17.0,1,90.0,0.0,0,1,Chemistry,College of the Desert (all campuses),CA
4.9,2.9,9.0,1,100.0,0.0,0,1,Accounting,Rutgers - State University of New Jersey,NJ
3.3,2.7,10.0,0,60.0,0.0,0,1,Biology,Truman State University,MO
1.3,3.3,6.0,0,,0.0,1,0,Accounting,Cleveland State University,OH
4.6,2.6,9.0,1,83.0,1.0,0,1,English,Prince George's Community College,MD
4.3,3.1,7.0,0,60.0,0.0,0,1,Spanish,Georgia State University,GA
4.5,3.5,11.0,0,88.0,1.0,0,0,Management,University of Massachusetts - Dartmouth,MA
4.6,3.3,12.0,1,88.0,0.0,1,0,Sociology,Anne Arundel Community College (all campuses),MD
4.3,2.5,12.0,1,88.0,0.0,0,0,Mathematics,Valencia College - Osceola Campus,FL
4.5,2.9,21.0,1,91.0,1.0,1,0,Sociology,Santa Barbara City College,CA
4.7,3.3,17.0,1,100.0,0.0,0,0,Finance,University of Arkansas,AR
4.8,1.4,7.0,1,,0.0,1,0,Computer Science,Worcester State University,MA
4.7,1.2,8.0,0,100.0,0.0,0,1,Art,Imperial Valley College,CA
3.8,2.2,17.0,1,,0.0,1,0,Mathematics,Baruch College,NY
1.1,2.9,7.0,0,,0.0,0,0,Physics,Ithaca College,NY
4.3,2.3,6.0,1,,0.0,1,0,Mathematics,Hostos Community College,NY
5.0,1.7,11.0,1,100.0,2.0,1,1,Psychology,Mt. San Jacinto College (all campuses),CA
4.0,3.6,36.0,1,96.0,1.0,0,0,Mathematics,Delaware County Community College,PA
5.0,2.6,9.0,1,100.0,0.0,0,0,Biology,CUNY Queens College,NY
1.9,2.4,7.0,0,,0.0,0,1,Computer Science,University of Hawaii at Hilo,HI
4.5,2.1,19.0,0,80.0,0.0,0,1,Anthropology,College of DuPage,IL
4.6,2.2,10.0,1,80.0,8.0,1,0,Online Learning,Brigham Young University-Idaho,ID
4.2,3.3,33.0,1,92.0,2.0,0,1,English,Cascadia College,WA
4.5,2.8,33.0,1,89.0,0.0,0,0,Mathematics,Los Angeles City College,CA
1.5,4.2,17.0,0,,0.0,1,0,Marketing,University of North Florida,FL
4.0,3.5,13.0,0,83.0,0.0,1,0,Psychology,Erie Community College: City Campus,NY
3.3,2.5,19.0,0,,0.0,0,1,Geography,Texas A&M University at College Station,TX
3.5,2.2,6.0,0,,1.0,1,0,Business,University of Maine Augusta,ME
4.8,1.7,8.0,1,100.0,0.0,1,0,Meteorology,Rutgers - State University of New Jersey,NJ
4.8,2.3,36.0,1,100.0,0.0,0,1,Mathematics,Cerritos College,CA
4.3,1.9,12.0,0,89.0,1.0,0,0,Business,University of Central Florida,FL
4.2,2.8,22.0,1,81.0,0.0,1,0,Social Science,Pasadena City College,CA
3.6,2.9,9.0,0,,0.0,0,1,Science,Grand Valley State University,MI
3.0,2.8,6.0,0,,0.0,0,0,Criminal Justice,University of Massachusetts,MA
4.3,2.2,12.0,1,100.0,0.0,0,1,English,Northern Illinois University,IL
5.0,1.9,30.0,1,100.0,1.0,1,0,History,Glendale Community College,CA
4.2,3.3,26.0,1,90.0,2.0,0,1,Accounting,Salt Lake Community College,UT
4.9,3.0,7.0,1,100.0,0.0,0,0,Chemistry,Chabot College,CA
4.0,3.8,21.0,0,78.0,0.0,0,1,Biology,College of the Sequoias,CA
4.3,2.2,11.0,0,100.0,0.0,1,1,English,Old Dominion University,VA
4.9,1.5,6.0,1,,0.0,0,0,Chemistry,Cleveland State University,OH
3.3,3.2,6.0,0,67.0,6.0,1,0,Biological Sciences,Kent State University,OH
4.8,3.4,13.0,1,,0.0,0,0,History,Winona State University,MN
4.5,2.0,19.0,1,93.0,9.0,1,0,History,Florida State College at Jacksonville,FL
4.7,2.7,7.0,0,100.0,0.0,0,0,Languages,Boston University,MA
2.1,3.1,10.0,0,,0.0,0,1,Biology,Arizona State University,AZ
5.0,2.9,10.0,1,,0.0,0,1,Education,Temple University,PA
1.7,4.2,6.0,0,20.0,0.0,0,0,Chemistry,Palm Beach State College (all campuses),FL
1.6,3.5,6.0,0,,0.0,0,1,Mathematics,Harper College,IL
3.0,3.2,12.0,0,44.0,0.0,0,1,Select department,Irvine Valley College,CA
4.8,2.6,7.0,1,,1.0,0,1,Communication,Austin Peay State University,TN
1.5,4.4,7.0,0,,0.0,0,1,Chemistry,Lone Star College (all),TX
5.0,1.4,8.0,1,100.0,1.0,0,1,Communication,Western Carolina University,NC
3.5,4.3,27.0,0,57.0,0.0,0,1,Biology,Kennesaw State University,GA
1.7,3.1,11.0,0,33.0,0.0,1,0,Chemistry,Kennesaw State University,GA
4.3,3.7,6.0,1,,0.0,1,0,Economics,Boston University,MA
3.3,3.2,6.0,0,,0.0,0,0,Anthropology,City College of New York,NY
4.8,2.6,7.0,0,100.0,0.0,0,1,Justice Studies,Montclair State University,NJ
4.6,3.4,11.0,0,,0.0,0,1,English,Cape Fear Community College,NC
4.4,2.7,7.0,1,100.0,0.0,0,0,History,Northern Virginia Community College (all campuses),VA
2.4,3.4,16.0,0,57.0,0.0,1,0,Finance,University of Alabama,AL
3.1,3.9,10.0,1,83.0,0.0,0,1,Business,Purdue University Calumet,IN
4.7,2.0,41.0,1,100.0,0.0,0,1,Philosophy,San Francisco State University,CA
4.5,2.8,20.0,1,87.0,4.0,0,0,Aeronautics,Florida Institute of Technology,FL
4.3,2.5,23.0,0,73.0,1.0,1,0,Mathematics,Central Washington University,WA
3.1,4.0,20.0,0,43.0,0.0,0,1,History,California State University Chico,CA
3.6,3.5,8.0,0,80.0,0.0,0,0,Languages,Occidental College,CA
4.8,2.8,7.0,1,100.0,0.0,0,1,Art,Brigham Young University,UT
4.9,3.0,9.0,1,100.0,0.0,1,0,Speech,Valencia College - East and West Campus,FL
3.5,4.0,19.0,1,60.0,0.0,0,1,Chemistry,Fresno City College,CA
3.0,2.9,8.0,0,,0.0,1,0,Sociology,Kennesaw State University,GA
4.7,2.6,18.0,1,100.0,0.0,0,1,Literature,Kennesaw State University,GA
3.5,2.6,9.0,0,,0.0,0,0,Mathematics,Baruch College,NY
5.0,1.7,9.0,1,100.0,1.0,0,0,MathDevelopmental Math,Lone Star College (all),TX
3.6,3.8,29.0,0,57.0,0.0,1,0,Mathematics,Ohio University,OH
1.8,4.1,7.0,0,,0.0,1,0,Chemistry,Kean University (all campuses),NJ
2.4,3.7,7.0,0,,0.0,0,0,Mathematics,Central Piedmont Community College,NC
4.3,3.6,16.0,1,80.0,0.0,0,0,Psychology,SUNY Old Westbury,NY
4.6,2.0,16.0,1,91.0,0.0,0,0,Marketing,Texas A&M University-San Antonio,TX
4.3,3.3,14.0,1,89.0,1.0,1,0,Philosophy,Palomar College,CA
4.7,2.3,7.0,1,,0.0,0,1,Psychology,University of North Texas,TX
2.5,2.9,18.0,0,50.0,0.0,0,1,Chemistry,Northeastern University,MA
4.6,2.9,21.0,1,100.0,0.0,0,1,Psychology,Virginia Western Community College,VA
4.5,2.7,14.0,0,88.0,0.0,0,1,Communication,Salt Lake Community College,UT
1.7,4.8,6.0,0,17.0,0.0,0,0,Law,University of Minnesota Law School,MN
4.8,2.1,9.0,1,100.0,0.0,0,1,Education,College of Southern Maryland,MD
4.5,3.3,10.0,1,100.0,0.0,1,0,Art,California State University Fullerton,CA
4.2,2.6,23.0,1,92.0,0.0,1,1,Communication,Winona State University,MN
4.7,3.4,9.0,1,100.0,1.0,1,0,Psychology,Washington State University,WA
4.7,2.3,8.0,1,100.0,0.0,0,0,Mathematics,Borough of Manhattan Community College,NY
4.7,2.6,21.0,0,100.0,0.0,0,1,Mathematics,Montgomery College: Rockville Campus,MD
2.4,4.0,27.0,0,27.0,0.0,0,1,Mathematics,Salisbury University,MD
4.5,2.3,7.0,0,,0.0,1,1,Accounting,Saginaw Valley State University,MI
3.6,3.5,11.0,1,,0.0,1,0,Philosophy,Florida Gulf Coast University,FL
3.9,2.4,8.0,0,,0.0,0,1,Human Development,California State University San Marcos,CA
4.4,2.7,20.0,0,88.0,0.0,0,0,Select department,Towson University,MD
4.2,3.3,8.0,0,88.0,0.0,1,0,Biology,University of Indianapolis,IN
4.5,3.0,9.0,1,67.0,0.0,0,0,Mechanical Engineering,"California State University, Sacramento",CA
4.9,1.8,9.0,1,,0.0,1,0,Psychology,Auburn University,AL
4.5,2.5,28.0,0,100.0,1.0,1,1,Statistics,Ferris State University,MI
4.6,2.1,7.0,1,86.0,0.0,1,0,Select department,Pennsylvania State University,PA
4.5,1.9,7.0,1,83.0,0.0,0,0,Management,Baruch College,NY
1.4,2.9,7.0,0,,0.0,1,0,Communication,Franciscan University of Steubenville,OH
4.5,2.5,11.0,1,100.0,0.0,0,1,English,Frederick Community College,MD
4.2,2.2,6.0,0,,0.0,1,0,Communication,Southeast Missouri State University,MO
3.2,2.9,14.0,0,75.0,0.0,1,0,Economics,The College of New Jersey,NJ
3.3,3.2,8.0,0,,0.0,0,0,Languages,Fresno City College,CA
1.8,4.6,10.0,0,,1.0,0,1,History,Middle Georgia State University (all campuses),GA
4.8,1.7,7.0,1,86.0,0.0,0,1,Humanities,Rose-Hulman Institute of Technology,IN
2.5,4.4,33.0,0,32.0,0.0,0,0,Biological Sciences,Kingsborough Community College,NY
3.6,2.2,6.0,0,,0.0,1,0,Biology,Brigham Young University - Hawaii,HI
3.8,2.9,40.0,0,91.0,0.0,1,0,Biology,University of British Columbia - Okanagan,BC
3.3,3.6,17.0,0,75.0,0.0,1,0,Mathematics,"California State University, Northridge",CA
4.0,3.5,78.0,1,85.0,0.0,1,0,Biology,William Paterson University,NJ
4.8,2.3,11.0,0,100.0,0.0,0,1,Psychology,Eastern Florida State College-Titusville Campus,FL
4.2,2.7,26.0,0,79.0,2.0,1,0,History,Tidewater Community College,VA
4.7,3.2,9.0,1,100.0,0.0,0,1,English,Marshall University,WV
4.0,1.9,7.0,0,83.0,0.0,1,0,Communication,Douglas College,BC
5.0,3.1,20.0,1,100.0,0.0,0,0,Social Sciences,Los Angeles City College,CA
4.9,2.2,16.0,1,100.0,2.0,0,1,Mathematics,Alvin Community College,TX
4.2,4.2,6.0,1,,0.0,1,0,English,University of California Berkeley,CA
4.8,3.1,17.0,1,,0.0,1,0,Computer Forensics,Champlain College,VT
2.5,3.3,6.0,0,,0.0,1,0,Chemistry,Pikes Peak Community College,CO
4.9,2.0,8.0,1,100.0,1.0,1,0,Political Science,University of Alabama,AL
2.3,4.1,9.0,0,,0.0,0,1,Biology,West Texas A&M University,TX
5.0,2.1,7.0,1,,0.0,1,0,Mathematics,University of Texas Rio Grande Valley (all campuses),TX
4.2,2.8,8.0,0,,0.0,1,0,Philosophy,University of Colorado-Boulder,CO
4.9,2.3,10.0,1,,0.0,0,1,Psychology,University of Arkansas,AR
3.3,4.4,25.0,0,73.0,0.0,0,1,Biology,Virginia Commonwealth University,VA
3.5,3.0,6.0,0,67.0,1.0,0,1,Nutrition,University of Illinois at Chicago,IL
3.0,3.6,14.0,0,63.0,0.0,0,0,Political Science,SUNY Geneseo,NY
4.4,3.3,7.0,0,,0.0,0,0,Computer Science,Southern Methodist University,TX
3.9,2.8,8.0,1,,0.0,1,0,Humanities,Pasadena City College,CA
3.3,2.6,7.0,0,,0.0,1,0,Mathematics,University of Hawaii,HI
4.1,2.4,17.0,0,83.0,0.0,1,0,Accounting,Utah Valley University,UT
4.8,1.2,6.0,1,,1.0,0,0,Student Development,San Antonio College,TX
5.0,2.6,13.0,1,100.0,0.0,0,0,Sociology,Borough of Manhattan Community College,NY
3.6,3.0,8.0,1,57.0,1.0,0,1,Mathematics,Valencia College - East and West Campus,FL
2.4,3.5,6.0,0,,1.0,0,1,Information Technology,Georgia Gwinnett College,GA
3.0,3.5,18.0,0,80.0,0.0,1,1,Chemistry,St. John's University,NY
3.6,3.2,10.0,1,,0.0,0,0,Electrical  Comp. Engineering,Florida Institute of Technology,FL
4.2,3.0,8.0,1,,1.0,0,0,Consumer Family Studies,San Francisco State University,CA
3.0,4.0,28.0,0,71.0,0.0,1,0,Finance,San Diego State University,CA
3.3,3.0,6.0,0,,0.0,0,0,Information Systems,University of Houston-Clear Lake,TX
4.1,2.5,9.0,1,,3.0,0,0,Criminal Justice,Fayetteville State University,NC
3.9,1.7,8.0,0,100.0,1.0,0,1,Biology,St. Cloud Technical & Community College,MN
3.3,3.1,35.0,0,61.0,0.0,0,1,Accounting,University of Houston,TX
1.1,4.7,9.0,0,,0.0,0,0,Mathematics,New Jersey Institute of Technology,NJ
4.9,1.9,27.0,1,100.0,0.0,1,0,English,University of Michigan - Dearborn,MI
4.0,3.3,9.0,1,,0.0,1,0,Business,Dalton State College,GA
5.0,1.8,9.0,1,100.0,0.0,1,0,Spanish,University of Oklahoma,OK
4.9,2.4,16.0,0,100.0,0.0,1,0,Mathematics,Chandler-Gilbert Community College,AZ
4.8,3.2,6.0,1,,0.0,0,0,Social Work,University of Central Florida,FL
4.1,2.3,7.0,0,,0.0,0,0,History,McGill University,QC
3.5,3.1,13.0,1,67.0,0.0,0,0,Physics,Washington University in St. Louis,MO
4.6,2.5,13.0,1,100.0,0.0,1,0,Communication Studies,University of Minnesota-Twin Cities,MN
4.0,2.2,7.0,1,,0.0,0,0,Anthropology,Washington University in St. Louis,MO
4.8,2.1,10.0,0,,0.0,0,1,English,University of Central Oklahoma,OK
3.6,3.3,6.0,0,,0.0,0,1,Writing,Syracuse University,NY
3.6,3.5,13.0,0,58.0,0.0,0,0,Computer Science,Wayne State University,MI
2.5,2.8,6.0,0,,0.0,0,1,Psychology,New York City College of Technology,NY
2.4,4.5,8.0,0,,0.0,1,0,Biology,Lake Washington Institute of Technology,WA
3.8,3.1,13.0,1,88.0,0.0,1,0,Health Science,University of North Carolina at Greensboro,NC
4.9,2.6,16.0,1,100.0,1.0,0,0,Anthropology,Golden West College,CA
4.4,3.5,18.0,1,91.0,0.0,1,0,Chemistry,Chaffey College (all campuses),CA
4.6,2.2,7.0,0,83.0,0.0,1,0,English,East Tennessee State University,TN
4.2,1.7,12.0,1,70.0,0.0,1,0,Sociology,University of California Berkeley,CA
4.1,3.4,7.0,0,,0.0,1,0,History,Bloomsburg University,PA
4.6,1.9,16.0,1,100.0,1.0,1,1,Sociology,MiraCosta College (all),CA
3.9,1.9,15.0,0,57.0,0.0,0,0,Psychology,University of California San Diego,CA
4.4,3.5,10.0,1,,0.0,1,0,English,Texas State University,TX
3.1,3.5,13.0,0,40.0,0.0,0,0,Biology,Biola University,CA
3.7,2.7,21.0,0,67.0,0.0,1,0,Chemistry,Purdue University - West Lafayette,IN
4.2,3.1,11.0,1,82.0,0.0,1,0,Physics,Pima Community College,AZ
2.4,2.4,7.0,0,20.0,4.0,1,0,Sociology,Texas Woman's University,TX
4.5,2.7,9.0,1,100.0,0.0,1,0,Art,Shasta College,CA
4.4,4.1,13.0,0,83.0,0.0,0,1,Chemistry,MiraCosta College (all),CA
2.5,2.3,10.0,0,,0.0,0,0,Mathematics,Camden County College,NJ
3.1,3.3,19.0,1,,0.0,0,1,Chemistry,Arizona State University West,AZ
4.4,3.1,10.0,1,90.0,1.0,0,0,Biology,Tompkins Cortland Community College,NY
4.5,3.6,8.0,1,,0.0,0,0,Music,Duquesne University,PA
2.7,3.8,9.0,0,,2.0,0,1,Communication Studies,"California State University, Sacramento",CA
4.7,1.7,22.0,1,100.0,1.0,0,1,Liberal Studies,California State University Los Angeles,CA
2.4,4.1,7.0,1,,2.0,1,0,Criminal Justice,Portland State University,OR
2.3,3.7,22.0,0,39.0,0.0,1,0,Communication,University of Texas at Austin,TX
2.5,4.4,9.0,1,60.0,0.0,0,1,Biology,Allan Hancock College,CA
3.8,2.7,7.0,1,67.0,0.0,1,0,Advertising,University of Texas at Austin,TX
4.7,3.3,7.0,1,,0.0,0,0,Sociology,University of Hawaii West Oahu,HI
3.0,3.8,9.0,0,,0.0,0,0,Computer Science,University of Massachusetts,MA
4.5,3.4,12.0,0,80.0,11.0,0,0,Art,University of Maryland University College,MD
4.3,2.8,7.0,0,100.0,0.0,1,0,Sociology,Essex County College,NJ
4.4,2.6,21.0,1,88.0,0.0,1,0,Computer Sci  Info Systems,Pace University (all),NY
5.0,2.6,7.0,1,100.0,0.0,1,0,Chemistry,McGill University,QC
4.6,4.0,33.0,1,100.0,0.0,1,0,Marketing,California State University Fullerton,CA
4.1,2.7,16.0,0,67.0,0.0,1,0,Chemistry,Georgia Gwinnett College,GA
4.8,2.9,20.0,1,100.0,0.0,1,0,Canadian Studies,McGill University,QC
2.5,3.3,12.0,0,30.0,0.0,0,0,Computer Science,Seneca College of Applied Arts and Technology-ALL,ON
3.4,3.5,7.0,0,,0.0,0,1,Mathematics,East Los Angeles College,CA
2.7,3.7,6.0,0,60.0,0.0,1,0,Physics,Faulkner State Community College,AL
3.9,3.7,6.0,0,,0.0,0,0,Mathematics,California State University Long Beach,CA
4.1,2.9,8.0,0,,0.0,1,0,Chemistry,Suffolk County Community College,NY
3.8,3.0,7.0,0,,0.0,1,0,Business,Los Angeles Valley College,CA
3.4,4.2,13.0,0,63.0,9.0,1,0,Business,University of Texas at Tyler,TX
3.5,3.2,9.0,1,75.0,0.0,1,0,Geography,Appalachian State University,NC
2.8,3.2,6.0,0,33.0,0.0,0,0,Engineering,University of Ontario Institute of Technology,ON
4.5,2.6,23.0,1,75.0,0.0,0,0,Engineering,University of Ontario Institute of Technology,ON
3.0,4.1,9.0,0,67.0,0.0,1,0,History,Rhode Island College,RI
4.7,3.5,10.0,1,100.0,0.0,1,0,Computer Science,University of California Berkeley,CA
2.0,4.6,19.0,0,50.0,0.0,0,0,Accounting,University of North Texas,TX
3.3,2.7,14.0,0,67.0,0.0,0,0,Engineering,Grand Canyon University,AZ
4.7,2.6,393.0,1,97.0,1.0,1,0,Anthropology,California State University -  East Bay,CA
4.9,1.6,12.0,0,100.0,0.0,1,0,Biology,Golden West College,CA
4.5,2.4,8.0,0,,0.0,0,0,Accounting,Monmouth University,NJ
3.5,4.0,69.0,0,73.0,13.0,1,0,Education,University of South Carolina,SC
4.2,1.8,19.0,0,100.0,0.0,0,1,Physics,Quinnipiac University,CT
3.5,4.2,10.0,1,,2.0,0,1,Health Science,University of Central Arkansas,AR
3.5,4.1,10.0,0,,0.0,1,0,English,Georgia State University Perimeter College - Dunwoody,GA
4.4,2.1,8.0,1,80.0,0.0,1,0,History,North Carolina State University,NC
1.0,5.0,7.0,0,,0.0,1,0,Hospitality,University of Central Missouri,MO
4.7,2.1,96.0,1,97.0,0.0,0,0,Chemistry,University of Texas at San Antonio,TX
4.0,3.2,6.0,1,83.0,2.0,0,0,Communication Studies,University of North Carolina at Charlotte,NC
3.4,3.3,13.0,1,63.0,0.0,0,1,Chemistry,Washington University in St. Louis,MO
4.9,2.7,17.0,1,,0.0,0,1,Nursing,Stony Brook University (SUNY),NY
3.8,2.3,27.0,1,65.0,0.0,1,0,Sociology,Miami Dade College (all),FL
1.1,4.7,6.0,0,,0.0,1,0,Economics,Butte College,CA
2.8,3.4,12.0,0,40.0,0.0,1,0,English,Utah Valley University,UT
4.5,3.3,16.0,0,100.0,0.0,0,0,Animal Science,University of Wisconsin - River Falls,WI
4.8,2.0,13.0,1,100.0,0.0,1,0,Computer Science,San Francisco State University,CA
4.0,3.8,32.0,0,73.0,0.0,1,0,English,Camosun College,BC
2.5,4.1,30.0,0,40.0,0.0,1,0,Computer Science,Boston University,MA
2.6,3.0,13.0,0,,2.0,0,1,Ethnic Studies,Woodland Community College,CA
4.5,3.1,12.0,1,100.0,0.0,1,0,Mathematics,Truman State University,MO
3.1,3.5,10.0,0,,0.0,0,0,Computer Science,Truman State University,MO
3.9,2.0,7.0,0,67.0,1.0,1,0,Philosophy,University of North Carolina at Charlotte,NC
4.0,2.8,22.0,1,84.0,0.0,1,0,Psychology,University of Calgary,AB
3.5,3.4,9.0,0,,0.0,1,0,History,California Lutheran University,CA
4.3,2.7,7.0,1,100.0,0.0,0,0,Business,Seminole State College,FL
4.0,2.8,9.0,1,100.0,0.0,0,0,Engineering,University of Nevada Las Vegas,NV
4.1,3.8,10.0,1,78.0,0.0,1,0,Journalism,University of Guelph-Humber,ON
2.7,4.3,7.0,0,20.0,3.0,0,1,Management,St. Petersburg College (all campuses),FL
3.8,2.8,6.0,0,,0.0,1,0,Anthropology,University of New Mexico,NM
1.8,4.5,23.0,0,6.0,0.0,1,0,Science,Florida SouthWestern State College,FL
3.6,4.4,8.0,0,,0.0,0,0,Actuarial Science,Pennsylvania State University,PA
4.1,2.6,8.0,1,,0.0,0,0,Mathematics,University of St. Thomas,TX
5.0,3.6,7.0,1,,0.0,0,1,Mathematics,Amherst College,MA
4.3,2.3,7.0,1,80.0,2.0,1,0,English,Georgia Gwinnett College,GA
5.0,3.6,11.0,1,100.0,0.0,0,1,English,San Diego City College,CA
4.2,1.5,6.0,0,,0.0,0,0,English,Northern Virginia Community College (all campuses),VA
3.9,3.3,21.0,0,88.0,0.0,1,0,Mathematics,University of Louisiana at Lafayette,LA
4.8,2.3,8.0,0,100.0,0.0,0,1,Art,Midlands Technical College,SC
3.1,3.7,6.0,0,,0.0,1,0,Computer Science,California State University Long Beach,CA
1.9,4.0,14.0,0,,6.0,0,0,Nursing,Arizona State University,AZ
4.0,2.4,14.0,0,80.0,0.0,0,1,English,Thompson Rivers University,BC
4.3,2.9,21.0,1,100.0,0.0,1,0,Political Science,McGill University,QC
5.0,3.0,9.0,1,100.0,0.0,1,0,Business,Lincoln Land Community College,IL
1.5,4.1,8.0,0,,0.0,1,0,Biology,University of Maryland,MD
5.0,2.8,6.0,1,,0.0,1,0,Speech Communication,Colorado State University,CO
4.3,3.3,6.0,1,,1.0,1,0,Philosophy,Lone Star College (all),TX
4.6,2.5,8.0,1,,0.0,0,0,Sociology,University of Washington,WA
4.2,2.7,14.0,0,100.0,0.0,0,0,Engineering,Clemson University,SC
2.5,3.8,12.0,0,40.0,0.0,0,0,Civil Engineering,University of Wisconsin - Milwaukee,WI
3.5,2.7,12.0,1,60.0,0.0,1,0,Physics,Illinois State University,IL
3.8,2.4,16.0,0,90.0,0.0,1,0,Biology,Ohlone College,CA
3.9,3.0,33.0,1,90.0,0.0,0,0,Computer Science,University of Victoria,BC
4.5,3.1,10.0,1,100.0,0.0,0,0,English,MacEwan University,AB
4.5,4.1,17.0,0,93.0,0.0,0,0,Computer Science,University of Wisconsin - Madison,WI
1.6,4.0,30.0,0,5.0,0.0,1,0,Mathematics,Loyola University Chicago,IL
4.0,2.5,9.0,0,71.0,0.0,0,0,Anthropology,Binghamton University (SUNY),NY
